"","species","vir_pos","massmale_kg","massfemale_kg","habitat_forest","habitat_savanna","habitat_shrubland","habitat_grassland","habitat_wetlands","habitat_rocky.areas","habitat_desert","threat_critical","threat_data_deficient","threat_endangered","threat_least_concern","threat_not_evaluated","threat_near_threatened","threat_vulnerable","population_decreasing","ppoulation_increasing","population_stable","locomotion_arboreal","locomotion_both","locomotion_terrestrial","folivore","folivore_frugivore","frugivore","gummivore","insectivore","omnivore","adult_mass_g","brain_mass_g","adult_body_length_mm","max_longevity_d","maturity_d","female_maturity_d","male_maturity_d","age_first_reproduction_d","gestation_length_d","litter_size_n","litters_per_year_n","interbirth_interval_d","neonate_mass_g","weaning_age_d","weaning_mass_g","generation_length_d","dispersal_km","density_n_km2","home_range_km2","social_group_n","det_inv","det_vend","det_vect","det_vunk","det_fruit","det_nect","det_seed","det_plantother","det_diet_breadth_n","upper_elevation_m","lower_elevation_m","altitude_breadth_m","island_dwelling","disected_by_mountains","habitat_breadth_n","aotidae","atelidae","callitrichidae","cebidae","cercopithecidae","cheirogaleidae","daubentoniidae","galagidae","hominidae","hylobatidae","indriidae","lemuridae","lepilemuridae","lorisidae","pitheciidae","tarsiidae","afrotropical","australasian","indomalayan","neotropical","palearctic","realm_multiple","foraging_stratum_arboreal","foraging_stratum_ground","foraging_stratum_scansorial","activity_cycle_diurnal","activity_cycle_multiple","activity_cycle_nocturnal","body_size_ratio","rel_age_fb_days","rel_sexual_maturity_days","postnatal_growth_rate","mass_specific_production","home_range_scaled_km2_g","wos_hits","hfp_avg","species_avg","max_popdens","min_popdens","mean_popdens","mean_temp","max_temp","min_temp","range_temp","mean_prec","max_prec","min_prec","range_prec","ymin","ymax","range_lat","centroid","ecor_n"
"400","Pygathrix cinerea",0,2.4423470353692,2.13416644136908,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,9.19776158976932,4.45747032150629,692.685,9775.917,1460,1460,NA,1642.88,182.88,1,1.005,397.578,5.97508106785746,330,NA,4015,1.31774781858478,NA,NA,NA,0,0,0,0,20,0,10,70,2,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,25.0952986022872,-1.78347111295258,-1.90148547649292,NA,0.0400473417721519,NA,2.56494935746154,1.95071356816682,127.115698441215,6.12316283399986,2.64191888653476,4.51052725279867,228.507246376812,338,83,170.304347826087,2207.97101449275,6.49223983502047,0.693147180559945,428.420289855072,13.7535932527778,15.8875406027778,2.13394735,14.8205669277778,1.09861228866811
"401","Pygathrix nemaeus",0,2.39789527279837,2.13298230860787,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,9.19776158976932,4.49240454214349,692.685,9775.917,1460,1460,NA,1642.88,182.88,1,1.005,397.578,5.97508106785746,330,NA,4015,1.31774781858478,3.5945687746427,NA,2.23001440015921,0,0,0,0,20,0,0,80,2,1600,0,1600,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,25.0952986022872,-1.78347111295258,-1.90148547649292,NA,0.0400473417721519,NA,4.04305126783455,1.81730132062575,137.84809225014,6.46319836054518,1.44585653043142,4.05207390154551,231.988188976378,344,80,176.492125984252,2349.05511811024,6.84481547920826,0.693147180559945,515.885826771654,13.9738332861111,19.9996799638889,6.02584667777778,16.986756625,2.07944154167984
"402","Pygathrix nigripes",0,2.40243042796376,2.16332302566054,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,9.2207024992177,4.42723897749543,623.37,9775.917,1460,1460,NA,1642.88,182.88,1,1.005,397.578,5.97508106785746,330,NA,4015,1.33051734565089,NA,NA,NA,0,0,0,0,30,0,0,70,2,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,25.6776620076239,-1.78347111295258,-1.90148547649292,NA,0.0391390773701129,NA,1.6094379124341,1.97499674282897,112.026203666415,6.25378526439083,2.03550686199434,4.78985621322333,238.877192982456,346,97,153.995614035088,1922.08771929825,6.36818718635049,0.693147180559945,346.741228070175,10.9718227416667,14.8190788194444,3.84725607777778,12.8954507805556,1.38629436111989
"403","Rhinopithecus avunculus",0,2.63905732961526,2.14006616349627,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,9.10975676204856,4.41518332567638,594.955,9807.976,NA,1518.199,NA,1704.717,200,1,0.756,517.244,NA,363.528,NA,3896.667,1.26947960652806,NA,NA,3.40119738166216,0,0,0,0,20,0,10,70,2,1200,5.30330490805908,1000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,NA,-1.74979681765462,NA,NA,NA,NA,2.39789527279837,2.11418548370739,126.041156969572,5.28151640345305,3.9960739703766,4.56765263235907,217.052631578947,325,89,206.947368421053,1711.31578947368,5.91889385427315,2.39789527279837,335.789473684211,21.1494916694444,22.9719283416667,1.82243667222222,22.0607100055556,0.693147180559945
"404","Rhinopithecus bieti",0,2.70805020110221,2.29857707159651,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,9.59899836176797,4.74240720429318,774.13,10767.5,755.15,755.15,NA,925.15,170,1.04,0.971,403.912,6.05411065375825,256.31,NA,4015,1.53837146400024,1.94591014905531,3.01553490085017,3.91202300542815,0,0,0,0,0,0,0,100,1,4700,8.00670084544037,1700,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,34.6357958014371,-2.45433173040054,-2.65737121191591,NA,0.0291559635525424,-6.5834634609178,5.13579843705026,1.85462710009312,99.0436553955078,5.00131598257368,0.917883529318422,3.02739464436525,57.3409090909091,217,-155,257.454545454545,758.318181818182,5.46806014113513,1.09861228866811,165.545454545455,26.3033068638889,30.085086175,3.78177931111112,28.1941965194444,1.09861228866811
"405","Rhinopithecus brelichi",0,2.67414864942653,2.07944154167984,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,9.58190392840867,4.65146199376737,718.57,10767.5,NA,1506.15,NA,1687.865,199.67,1,0.755,515.044,NA,348.024,NA,4131.573,1.52909515975156,2.82849635417808,2.002830439308,NA,0,0,0,0,20,0,10,70,2,2300,6.34738920965601,1730,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,NA,-1.85306792127396,NA,NA,NA,-7.57907348910067,3.3322045101752,2.08451945991301,92.4043273925781,4.42837805248712,4.44024123586879,4.42837805248712,127,271,-13,284,1328,5.34710753071747,3.43398720448515,180,27.7229622138889,28.0572905527778,0.334328338888891,27.8901263833333,0
"406","Rhinopithecus roxellana",0,2.88480071284671,2.45100509811232,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,9.59899836176797,4.69299789635361,703.55,10767.5,NA,1522.546,NA,1715.303,199.34,1,0.706,551.74,NA,358.512,NA,4745,1.53837146400024,1.52605630349505,3.1896529661913,4.17438726989564,0,0,0,0,10,0,10,80,1,2800,7.24494154633701,1400,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,NA,-1.83694259654882,NA,NA,NA,-6.40934539557667,5.54126354515843,2.17446616482603,94.3682483339491,6.36179759360814,1.9377997955314,4.27611563411497,96.2585551330798,293,-161,306.250950570342,880.973384030418,5.79909265446053,1.38629436111989,154.441064638783,29.3450002972222,35.3023939916667,5.95739369444444,32.3236971444444,1.94591014905531
"407","Rhinopithecus strykeri",0,2.63905732961526,2.14006616349627,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,9.32812340763257,4.49670485537679,692.217,9321.071,NA,1336.288,NA,1426.952,180.385,1.068,0.934,430.438,NA,283.003,NA,2190,1.37624402526639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3190,7.45066079621154,1470,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,NA,-1.8767368353302,NA,NA,NA,NA,2.99573227355399,0.679173987719761,138.894241333008,1.13820733450551,1.41613665147505,1.13820733450551,131,218,-9,227,1568,5.76832099579377,2.63905732961526,307,26.3201720916667,26.5007292361111,0.180557144444446,26.4104506638889,0
"408","Rungwecebus kipunji",0,2.30258509299405,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2.56494935746154,3.73030926387708,372.472,10482.011,NA,1221.43,NA,1339.617,162.735,1.562,1.077,412.523,NA,236.225,NA,3498.796,-2.33304430047875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,NA,-2.05727679758475,NA,NA,NA,NA,3.49650756146648,2.15600220435836,145.726180999218,4.85011864551762,2.64868335592201,4.81689400919293,152.694708276798,292,46,167.738805970149,2115.00169606513,6.07073772800249,1.79175946922805,424.075983717775,-9.165259225,-7.80314406388889,1.36211516111111,-8.48420164444445,0.693147180559945
"409","Saguinus bicolor",0,-0.84863208340034,-0.843970070294529,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,6.14203740558736,2.40025612016749,274.995,6935,NA,593.526,NA,741.654,160,1.63,1.456,216.738,NA,103.187,NA,2190,-0.362405618647717,NA,NA,1.90210752639692,40,0,0,0,30,30,0,0,3,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,NA,-2.23545350561423,NA,NA,NA,NA,3.55534806148941,1.90782740935858,183.895607299805,7.50176865207731,0.452864734329073,5.23885771893923,271.36,329,219,103.2,2268.28,5.78382518232974,4.11087386417331,217,-3.31104104166667,-2.58385210277778,0.72718893888889,-2.94744657222222,0.693147180559945
"410","Saguinus geoffroyi",0,-0.729811164931537,-0.687165108882398,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,6.11759046174268,2.73709106988662,274.995,9563,549,548,550,690,172.118,1.945,1.175,240.735,3.71357206670431,53.849,4.65396035015752,2659.825,-0.376877651256252,2.86909137258659,-1.83258146374831,1.93152141160321,40,0,0,0,30,30,0,0,3,NA,NA,NA,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,11.0675609756098,-2.62896516675824,-2.85755832284001,0.940388283453216,0.206493102232409,-7.95017192549099,3.71357206670431,2.53433620851374,152.172556178455,7.86196526524984,0.844064040946288,4.03478109688765,256.950980392157,334,169,97.9656862745098,4372.20588235294,6.87316383421252,1.09861228866811,360.941176470588,3.51540791944444,9.63252524166667,6.11711732222222,6.57396658055556,1.94591014905531
"411","Saguinus imperator",0,-0.746547957287061,-0.744440474947496,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,6.17825526895639,2.41930089269001,310,8650.5,638,546,730,691,145,2,1.559,208.039,3.84534887216015,119.779,NA,2814.017,-0.342490308946776,2.7992306531862,-1.51412773262978,1.6094379124341,40,0,0,0,30,30,0,0,3,NA,NA,NA,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,10.3078567610903,-2.52723257795591,-2.60703411837879,NA,0.302487711293166,-7.69238300158617,3.97029191355212,0.360883854211956,190.547948745124,5.83737298062545,0.0208393543534383,1.21929473974327,252.232796486091,332,151,146.882869692533,2027.43191800878,6.1779441140506,2.83321334405622,236.550512445095,-12.6623138083333,-6.73269813611111,5.92961567222222,-9.69750597222222,1.38629436111989
"412","Saguinus inustus",0,-0.536143431750281,-0.219400565035375,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,6.68835471394676,2.45702144629846,310,1244.042,NA,680.803,NA,764.25,143.925,1.423,1.576,239.111,NA,135.8,NA,2491.877,-0.0618754037180875,NA,NA,NA,40,0,0,0,30,30,0,0,3,NA,NA,NA,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,NA,-0.487226074016133,NA,NA,NA,NA,1.38629436111989,-0.986191243312723,165.547470120823,2.60912776408032,0,0.0366874524195283,261.765625,357,194,111.427389705882,3073.35753676471,6.19031540585315,3.2188758248682,213.600183823529,-3.16421435277778,3.57195603611111,6.73617038888889,0.203870841666667,1.6094379124341
"413","Saguinus labiatus",0,-0.713349887877465,-0.636766847123838,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,6.2172645668834,2.33891702224144,310,7482.5,NA,659.672,NA,820.023,147,1.9,1.2,299.095,3.74549605453283,227.026,NA,2678.886,-0.321583624127462,2.64808785992953,-1.66073120682165,1.65822807660353,40,0,0,0,30,30,0,0,3,NA,NA,NA,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,11.8433734939759,-2.21098985108143,NA,NA,0.192512716174975,-7.87799577370505,4.51085950651685,-0.0247155437547398,172.088378103156,4.77858762501614,0.00000469771236357158,0.992423609559384,262.119047619048,342,151,127.303258145363,2282.82080200501,6.01615715969835,1.6094379124341,248.110275689223,-11.3498022583333,-1.63741520277778,9.71238705555555,-6.49360873055555,2.07944154167984
"414","Saguinus leucopus",0,-0.705219761794215,-0.713349887877465,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,6.19440539110467,2.38738569468651,274.995,5557.125,NA,598.678,NA,728.582,142.5,2,1.618,211.56,3.78418963391826,105.725,NA,2190,-0.334075112021491,2.18041745901984,NA,2.01490302054226,40,0,0,0,30,30,0,0,3,NA,NA,NA,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,11.1363636363636,-2.03173598782269,NA,NA,0.290579591836735,NA,3.43398720448515,2.11601750071928,156.274614038602,7.64451812624874,2.92251884382829,4.84885729509647,234.514084507042,349,74,112.908450704225,2973.10563380282,6.53233429222235,2.63905732961526,329.007042253521,5.15232708611111,9.42121385833333,4.26888677222222,7.28677047222222,1.79175946922805
"415","Saguinus martinsi",0,NA,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6.14203740558736,2.35877637264379,274.995,6935,NA,612.068,NA,760.489,160,1.63,1.461,217.696,NA,106.9,NA,2342.228,-0.362405618647717,NA,NA,NA,10,0,0,20,30,20,0,20,4,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,NA,-2.2103746853225,NA,NA,NA,NA,0.693147180559945,-0.060271457858049,174.457220430727,3.89529318670121,0.0473868039664369,1.12095401819416,271.666666666667,338,216,108.453703703704,2267.96296296296,6.04025471127741,3.55534806148941,306.824074074074,-2.59873318611111,-0.755462997222222,1.84327018888889,-1.67709809166667,1.09861228866811
"416","Saguinus midas",1,-0.62548853208613,-0.525939261576039,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,6.30477781593278,2.32757034568795,287.105,7665,841.82,624.491,NA,730,132.62,2,1.4,206.688,3.68887945411394,71,NA,2444.77,-0.273121921120451,3.35106131216836,-2.99573227355399,1.71379792775834,40,0,0,0,30,30,0,0,3,NA,NA,NA,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,13.6795,-2.35137525716348,-2.20885357663918,NA,0.20468584378084,-9.30051008948677,4.31748811353631,0.184482773859209,176.341630024599,5.77643427992399,0,0.666490291786054,262.126279863481,345,188,114.721843003413,2249.13907849829,6.3818160174061,2.56494935746154,301.894197952218,-3.28524716388889,6.82297670833333,10.1082238722222,1.76886477222222,2.39789527279837
"417","Saguinus mystax",0,-0.650087691099498,-0.606969484318893,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,6.29802970656126,2.39443474662392,310,7300,556.85,521.425,540,703.49,148.28,1.93,1.62,168.135,3.84801767545223,171.025,NA,2701.529,-0.277071893339765,3.58825769280328,-1.56064774826467,1.68639895357023,40,0,0,0,30,30,0,0,3,NA,NA,NA,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,11.5884861407249,-2.33957596532415,-2.57333372329737,NA,0.26980228150874,-7.85867745482593,5.30330490805908,-0.187337429267962,183.032495985283,4.23884923739927,0,0.467653422024225,260.029325513196,338,175,120.739589442815,2487.55366568915,6.10031895202006,3.3322045101752,214.803519061584,-9.82300310833333,-2.45289856944444,7.37010453888889,-6.13795083888889,1.94591014905531
"418","Saguinus niger",0,-0.841647188878389,-0.84863208340034,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,6.30477781593278,2.25559830176971,287.105,7665,624.491,624.491,NA,757.111,132.62,2,1.4,206.688,3.68887945411394,71,NA,2190,-0.273121921120451,5.15382324505409,NA,NA,10,0,0,20,30,20,0,20,4,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,13.6795,-2.31490991717791,-2.50748287337335,NA,0.20468584378084,NA,2.19722457733622,1.39156507436407,149.527695349121,5.62304432631306,0.000626181610523912,2.03394503204459,259.167711598746,344,161,126.747648902821,2166.19278996865,6.38012253689976,1.38629436111989,318.934169278997,-9.27835545833334,-0.0967270416666666,9.18162841666667,-4.68754125,1.38629436111989
"419","Saguinus oedipus",0,-0.872273846457381,-0.906340401020987,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,6.09919724691086,2.26581736880183,274.995,9563,680.38,614.19,550,942.91,177.873,1.9,1,238.367,3.68361562443884,52,4.65396035015752,2190,-0.387134151423441,4.33947136807172,-2.81341071676004,1.95302761682418,40,0,0,0,30,30,0,0,3,1500,0,1500,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,11.1962804724805,-2.31668592635562,-2.6430052987337,0.970344725718686,0.169699214365881,-8.9126079636709,6.74523634948436,2.6795048439033,148.744634372085,7.26681166238536,2.80974425924912,4.85063656465579,263.842857142857,355,172,113.042857142857,2054.97142857143,6.34212141872115,0,237.185714285714,7.18607514166667,10.7912655972222,3.60519045555556,8.98867036944445,1.6094379124341
"420","Saguinus ursulus",0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.30477781593278,2.25559830176971,287.105,7665,624.491,624.491,NA,757.111,132.62,2,1.4,206.688,3.68887945411394,71,NA,2190,-0.273121921120451,5.15382324505409,NA,NA,10,0,0,20,30,20,0,20,4,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,13.6795,-2.31490991717791,-2.50748287337335,NA,0.20468584378084,NA,1.09861228866811,1.9214054986362,136.103266238398,7.28298826332937,0.194102707183866,3.31835521490366,265.784126984127,355,161,125.804761904762,1878.16031746032,6.30809844150953,1.38629436111989,338.274603174603,-6.77932553055556,-0.580858286111111,6.19846724444445,-3.68009190833333,1.6094379124341
"421","Saimiri boliviensis",0,0.0198026272961797,-0.287682072451781,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,6.68426791857235,3.24800735137445,322,11059.5,1458.294,1090.589,1826,1253.134,162.545,1,1.07,373.869,4.67749084756772,177,6.01737592889248,3666.777,-0.0650719967437148,3.9602034599529,NA,4.0943445622221,20,0,0,20,20,0,20,20,5,500,3.93182563272433,450,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7.4393023255814,-2.17764217358378,-2.02602252776652,1.33988508132477,0.143830691800306,NA,5.20948615284142,0.471781499645504,180.168062419935,6.4627945249106,0,1.22812415183145,257.550767221678,351,126,141.310153444336,2172.04080966373,6.59167373200866,1.6094379124341,243.276199804114,-17.9966861472222,-2.61262219722222,15.38406395,-10.3046541722222,2.56494935746154
"422","Saimiri cassiquiarensis",0,-0.119910296672558,-0.133531392624523,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6.72946558330155,3.18936462149381,341,11023,1399.88,1090.589,1826,1073.25,164.09,1,1.07,373.869,4.67749084756772,177,6.01737592889248,3789.318,-0.0397808700118446,3.91070213346073,-0.385662480811985,3.55105313720653,20,0,0,20,20,0,20,20,5,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7.78325581395349,-2.32929257085865,-2.06359748031936,1.33988508132477,0.137474602605474,-7.11512806411354,2.07944154167984,-0.00861995073613632,176.038134615144,5.73851683645879,0,1.26407945708259,257.286982248521,358,25,115.307495069034,2775.53846153846,6.53813982376767,1.38629436111989,203.917554240631,-9.12260011944444,6.99658934722222,16.1191894666667,-1.06300538611111,3.17805383034795
"423","Saimiri oerstedii",0,-0.108699416923341,-0.385662480811985,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,6.47248538838177,3.02475695259461,321.11,6284.083,NA,1127.047,NA,1176.321,161,1.005,1.034,381.862,NA,362.93,NA,3234.009,-0.18152187662339,4.4188406077966,-2.30258509299405,3.22286784613774,20,0,0,20,20,0,20,20,5,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,NA,-1.6756281570403,NA,NA,NA,-8.77507048137581,3.2188758248682,3.15494692464125,148.844563410832,4.72670870708848,2.43300052393051,3.84389153019304,249.388888888889,337,152,137.611111111111,3508.55555555556,6.61204103483309,2.77258872223978,555.277777777778,8.031320675,9.79423301388889,1.76291233888889,8.91277684444444,1.09861228866811
"424","Saimiri sciureus",1,-0.083381608939051,-0.324346056823372,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,6.72946558330155,3.18936462149381,341,11023,1399.88,1090.589,1826,1073.25,164.09,1,1.07,373.869,4.67749084756772,177,6.01737592889248,3789.318,-0.0397808700118446,3.91070213346073,-0.385662480811985,3.55105313720653,20,0,0,20,20,0,20,20,5,NA,NA,NA,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7.78325581395349,-2.32929257085865,-2.06359748031936,1.33988508132477,0.137474602605474,-7.11512806411354,7.37462901521894,0.222959669123672,176.292163033156,7.50176865207731,0,1.54557068296691,262.892578125,345,188,114.22734375,2250.306640625,6.3818160174061,2.56494935746154,300.200390625,-3.933070325,5.99658054722222,9.92965087222222,1.03175511111111,2.56494935746154
"425","Saimiri ustus",0,-0.0822952427268302,-0.224394333215862,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,6.7872472839941,3.15063980975034,334.995,5252.958,NA,1024.978,NA,1066.65,156.517,1.02,1.064,366.438,NA,238.64,NA,2920,-0.00803217169726427,NA,NA,NA,20,0,0,20,20,0,20,20,5,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,NA,-1.59426845049318,NA,NA,NA,NA,2.484906649788,0.315487420620247,158.154956442611,6.35306856159793,0,1.02412774451379,256.786465477824,347,113,147.373571101966,2154.63694558756,6.24610676548156,0,289.373113854595,-15.4311873805556,-1.95190209722222,13.4792852833333,-8.69154473888889,2.39789527279837
"426","Saimiri vanzolinii",0,-0.0512932943875506,-0.430782916092454,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,6.68392399123143,3.20838094577555,322,11059.5,1458.294,1090.589,1826,1253.134,162.545,1,1.07,373.869,4.67749084756772,177,6.01737592889248,3670.732,-0.0650719967437148,NA,NA,3.68887945411394,20,0,0,20,20,0,20,20,5,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7.43674418604651,-2.17764217358378,-2.02602252776652,1.33988508132477,0.143880167615235,NA,2.56494935746154,0.222855949906655,175.854531424386,2.34834616411493,0.578392771024598,1.34061201780152,265.142857142857,321,212,104.714285714286,3343.85714285714,6.02586597382531,5.08140436498446,184.428571428571,-3.14338083611111,-2.36857243055556,0.774808405555556,-2.75597663333333,0
"427","Sapajus apella",1,1.29198368164865,0.871293365943419,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,7.87948071774439,4.23854591119569,493.845,16790,1760.81,1727.448,NA,2058.6,158,1.05,0.6,663.546,5.4618807504134,307,6.90775527898214,5475,0.592774206413158,2.93060691359353,-0.127833371509885,2.06686275947298,20,0,0,10,20,10,20,20,4,NA,NA,NA,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,11.2189012481956,-2.09875733097913,-2.25500954063875,1.44587452856873,0.0561552317880795,-8.00731408925428,7.65681009148038,0.513923825863866,167.73828019412,7.50176865207731,0,1.58142327109414,257.831080648261,362,27,131.638011658446,2307.95624879892,6.6631326959908,0,260.998142335533,-17.7486680916667,11.1682530416667,28.9169211333333,-3.290207525,3.85014760171006
"428","Sapajus cay",0,NA,NA,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,7.91022370709734,4.20018996030544,493.845,16790,1727.448,1727.448,NA,1885.448,158,1.05,0.6,663.546,5.4618807504134,307,6.90775527898214,5475,0.609765571620894,3.05663920845751,NA,NA,20,0,0,10,40,20,0,10,3,NA,NA,NA,NA,NA,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,11.5691602275622,-2.18661801264502,-2.27413829618528,1.44587452856873,0.054455119266055,NA,2.77258872223978,1.71816214260011,110.897563054011,6.82634488637242,0.013937210558482,2.64033380193654,238.080231596361,349,27,196.132340777502,1215.36972704715,5.65599181081985,0.693147180559945,152.289495450786,-27.4818886638889,-16.3200840916667,11.1618045722222,-21.9009863777778,2.30258509299405
